
10000; 0.002
20000; 0.005
30000; 0.004
40000; 0.006
50000; 0.008
60000; 0.011
70000; 0.012
80000; 0.014
90000; 0.014
100000; 0.017
110000; 0.019
120000; 0.019
130000; 0.023
140000; 0.029
150000; 0.031
160000; 0.030
170000; 0.029
180000; 0.032
190000; 0.036
200000; 0.037
