10000; 0.180
20000; 0.801
30000; 1.510
40000; 2.937
50000; 4.188
60000; 5.307
70000; 8.876
80000; 11.389
90000; 14.089
100000; 15.463
10000; 0.415
20000; 2.636
30000; 2.936
40000; 9.200
50000; 8.477
60000; 13.503
70000; 23.886
80000; 28.392
90000; 32.010
100000; 17.735
