10000; 0.001
20000; 0.006
30000; 0.002
40000; 0.003
50000; 0.005
60000; 0.005
70000; 0.014
80000; 0.006
90000; 0.007
100000; 0.008
10000; 0.002
20000; 0.000
30000; 0.000
40000; 0.007
50000; 0.010
60000; 0.010
70000; 0.012
80000; 0.012
90000; 0.016
100000; 0.008
