10000; 0.000
20000; 0.001
30000; 0.001
40000; 0.001
50000; 0.002
60000; 0.003
70000; 0.003
80000; 0.003
90000; 0.004
100000; 0.005
10000; 0.000
20000; 0.000
30000; 0.004
40000; 0.004
50000; 0.008
60000; 0.006
70000; 0.008
80000; 0.008
90000; 0.006
100000; 0.005
